epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
36,1508.69,0.08387,0.97886,1,0.05979,0.00769,0.00769,0.00769
37,1549.34,0.08141,0.97937,1,0.06011,0.007624,0.007624,0.007624
38,1589.71,0.08858,0.97782,1,0.06031,0.007558,0.007558,0.007558
39,1630.55,0.09272,0.97937,1,0.05946,0.007492,0.007492,0.007492
40,1670.49,0.08879,0.97989,1,0.05903,0.007426,0.007426,0.007426
41,1710.68,0.08582,0.97937,1,0.05888,0.00736,0.00736,0.00736
42,1752.22,0.08035,0.97989,1,0.05763,0.007294,0.007294,0.007294
43,1792.76,0.08697,0.97937,1,0.05731,0.007228,0.007228,0.007228
44,1833.41,0.08334,0.9804,1,0.05878,0.007162,0.007162,0.007162
45,1873.15,0.08718,0.98014,1,0.05769,0.007096,0.007096,0.007096
46,1914.4,0.08874,0.9804,1,0.05811,0.00703,0.00703,0.00703
47,1955.85,0.08551,0.97989,1,0.05797,0.006964,0.006964,0.006964
48,1996.57,0.08122,0.97886,1,0.0581,0.006898,0.006898,0.006898
49,2037.88,0.08492,0.9786,1,0.05864,0.006832,0.006832,0.006832
50,2078.48,0.08876,0.97886,1,0.05811,0.006766,0.006766,0.006766
51,2119.68,0.08648,0.97989,1,0.05786,0.0067,0.0067,0.0067
52,2160.29,0.0864,0.97989,1,0.05764,0.006634,0.006634,0.006634
53,2201.81,0.08089,0.98014,1,0.05731,0.006568,0.006568,0.006568
54,2242.32,0.07687,0.98014,1,0.05705,0.006502,0.006502,0.006502
55,2282.94,0.08427,0.98066,1,0.05687,0.006436,0.006436,0.006436
56,2323.68,0.07851,0.98014,1,0.05672,0.00637,0.00637,0.00637
57,2364.26,0.08069,0.97989,1,0.05672,0.006304,0.006304,0.006304
58,2404.91,0.08581,0.97989,1,0.0567,0.006238,0.006238,0.006238
59,2445.36,0.07974,0.97963,1,0.05672,0.006172,0.006172,0.006172
60,2485.37,0.08114,0.97989,1,0.05664,0.006106,0.006106,0.006106
61,2525.5,0.07595,0.97963,1,0.05666,0.00604,0.00604,0.00604
62,2565.82,0.07829,0.97963,1,0.05676,0.005974,0.005974,0.005974
63,2606.87,0.0795,0.97937,1,0.05678,0.005908,0.005908,0.005908
64,2647.6,0.07859,0.97963,1,0.05669,0.005842,0.005842,0.005842
65,2688.87,0.08144,0.97989,1,0.0566,0.005776,0.005776,0.005776
66,2729.82,0.07555,0.97989,1,0.05664,0.00571,0.00571,0.00571
67,2770.53,0.0722,0.9804,1,0.05669,0.005644,0.005644,0.005644
68,2810.7,0.081,0.9804,1,0.05676,0.005578,0.005578,0.005578
69,2851.49,0.07543,0.98066,1,0.05676,0.005512,0.005512,0.005512
70,2891.95,0.07196,0.9804,1,0.0567,0.005446,0.005446,0.005446
71,2932.42,0.07303,0.9804,1,0.05677,0.00538,0.00538,0.00538
72,2973.05,0.07575,0.9804,1,0.05681,0.005314,0.005314,0.005314
73,3013.74,0.07693,0.9804,1,0.05683,0.005248,0.005248,0.005248
74,3053.35,0.07892,0.98014,1,0.05683,0.005182,0.005182,0.005182
75,3093.44,0.07601,0.98014,1,0.05686,0.005116,0.005116,0.005116
76,3133.68,0.07696,0.98014,1,0.05688,0.00505,0.00505,0.00505
77,3174.2,0.07571,0.98014,1,0.05692,0.004984,0.004984,0.004984
78,3215.33,0.0722,0.98014,1,0.05681,0.004918,0.004918,0.004918
79,3256.07,0.07017,0.97989,1,0.05673,0.004852,0.004852,0.004852
80,3297.2,0.07035,0.98014,1,0.05683,0.004786,0.004786,0.004786
81,3337.55,0.07393,0.98014,1,0.05683,0.00472,0.00472,0.00472
82,3378.55,0.07197,0.97989,1,0.05679,0.004654,0.004654,0.004654
83,3419.12,0.06966,0.97963,1,0.05672,0.004588,0.004588,0.004588
84,3459.46,0.07172,0.97963,1,0.05666,0.004522,0.004522,0.004522
85,3499.05,0.07204,0.97937,1,0.05657,0.004456,0.004456,0.004456
86,3539.25,0.06682,0.97911,1,0.05648,0.00439,0.00439,0.00439
87,3579.88,0.06632,0.97963,1,0.05642,0.004324,0.004324,0.004324
88,3620.44,0.07449,0.97963,1,0.05643,0.004258,0.004258,0.004258
89,3662.05,0.07601,0.97937,1,0.05642,0.004192,0.004192,0.004192
90,3703.7,0.06911,0.97911,1,0.05645,0.004126,0.004126,0.004126
91,3745.25,0.06789,0.97937,1,0.05641,0.00406,0.00406,0.00406
92,3786.18,0.07016,0.97937,1,0.05638,0.003994,0.003994,0.003994
93,3826.7,0.06999,0.97937,1,0.05631,0.003928,0.003928,0.003928
94,3867.43,0.07207,0.97963,1,0.05621,0.003862,0.003862,0.003862
95,3908.38,0.06433,0.97937,1,0.05618,0.003796,0.003796,0.003796
96,3949.38,0.06222,0.97937,1,0.05614,0.00373,0.00373,0.00373
97,3989.51,0.06871,0.97963,1,0.05607,0.003664,0.003664,0.003664
98,4030.68,0.0698,0.97989,1,0.05598,0.003598,0.003598,0.003598
99,4071.28,0.0744,0.97989,1,0.05586,0.003532,0.003532,0.003532
100,4112.05,0.07194,0.98014,1,0.05576,0.003466,0.003466,0.003466
101,4152.91,0.06832,0.97989,1,0.05567,0.0034,0.0034,0.0034
102,4193.44,0.06442,0.97989,1,0.0556,0.003334,0.003334,0.003334
103,4234.09,0.06278,0.97989,1,0.05558,0.003268,0.003268,0.003268
104,4274.96,0.06675,0.97963,1,0.05558,0.003202,0.003202,0.003202
105,4315.53,0.06724,0.97989,1,0.0556,0.003136,0.003136,0.003136
106,4355.86,0.06366,0.97989,1,0.05565,0.00307,0.00307,0.00307
107,4396.54,0.07187,0.98014,1,0.05561,0.003004,0.003004,0.003004
108,4436.62,0.06225,0.97989,1,0.05562,0.002938,0.002938,0.002938
109,4477.1,0.06737,0.97989,1,0.05565,0.002872,0.002872,0.002872
110,4517.51,0.05904,0.97989,1,0.05568,0.002806,0.002806,0.002806
111,4558.21,0.0637,0.97963,1,0.05572,0.00274,0.00274,0.00274
112,4599.03,0.07115,0.98014,1,0.05575,0.002674,0.002674,0.002674
113,4639.63,0.06069,0.98014,1,0.05575,0.002608,0.002608,0.002608
114,4680.16,0.06601,0.9804,1,0.05567,0.002542,0.002542,0.002542
115,4721.15,0.0611,0.98014,1,0.05569,0.002476,0.002476,0.002476
116,4761.73,0.05897,0.98014,1,0.05565,0.00241,0.00241,0.00241
117,4803.03,0.05915,0.98014,1,0.05561,0.002344,0.002344,0.002344
118,4845.05,0.0613,0.98014,1,0.05557,0.002278,0.002278,0.002278
119,4887.18,0.06153,0.98014,1,0.05557,0.002212,0.002212,0.002212
120,4928.42,0.06369,0.97989,1,0.05552,0.002146,0.002146,0.002146
121,4969.7,0.05966,0.98014,1,0.05545,0.00208,0.00208,0.00208
122,5010.82,0.06037,0.98014,1,0.05544,0.002014,0.002014,0.002014
123,5051.83,0.05788,0.98014,1,0.05545,0.001948,0.001948,0.001948
124,5093.92,0.06195,0.9804,1,0.05548,0.001882,0.001882,0.001882
125,5135.5,0.05914,0.98066,1,0.05551,0.001816,0.001816,0.001816
126,5177.4,0.05657,0.98014,1,0.05547,0.00175,0.00175,0.00175
127,5217.47,0.05528,0.97989,1,0.0554,0.001684,0.001684,0.001684
128,5258.38,0.05816,0.97989,1,0.05539,0.001618,0.001618,0.001618
129,5302.68,0.05475,0.98014,1,0.05534,0.001552,0.001552,0.001552
130,5343.76,0.05492,0.97989,1,0.05532,0.001486,0.001486,0.001486
131,5385.23,0.05663,0.98014,1,0.05523,0.00142,0.00142,0.00142
132,5427,0.05224,0.9804,1,0.05513,0.001354,0.001354,0.001354
133,5468.5,0.055,0.9804,1,0.05505,0.001288,0.001288,0.001288
134,5511,0.05232,0.98066,1,0.05501,0.001222,0.001222,0.001222
135,5551.64,0.05452,0.98092,1,0.0549,0.001156,0.001156,0.001156
136,5592.51,0.05126,0.98118,1,0.0548,0.00109,0.00109,0.00109
137,5634.12,0.04977,0.98118,1,0.05471,0.001024,0.001024,0.001024
138,5675.55,0.05067,0.98118,1,0.05467,0.000958,0.000958,0.000958
139,5717.11,0.05328,0.98143,1,0.05461,0.000892,0.000892,0.000892
140,5759.1,0.04785,0.98143,1,0.05457,0.000826,0.000826,0.000826
141,5805.3,0.04457,0.98143,1,0.05453,0.00076,0.00076,0.00076
142,5847.94,0.04673,0.98143,1,0.05445,0.000694,0.000694,0.000694
143,5891.08,0.05104,0.98143,1,0.05442,0.000628,0.000628,0.000628
144,5932.96,0.04475,0.98143,1,0.05439,0.000562,0.000562,0.000562
145,5974,0.05034,0.98169,1,0.05437,0.000496,0.000496,0.000496
146,6016.07,0.04208,0.98169,1,0.05429,0.00043,0.00043,0.00043
147,6058.78,0.04605,0.98143,1,0.05419,0.000364,0.000364,0.000364
148,6101.9,0.0462,0.98092,1,0.05409,0.000298,0.000298,0.000298
149,6144.32,0.04621,0.98092,1,0.054,0.000232,0.000232,0.000232
150,6186.84,0.04534,0.98066,1,0.05392,0.000166,0.000166,0.000166
